family,x,value,comparator
static,4.666666666666666,0.7013312199783672852195941947343738513964345669330232883874017511153662,0.7289600835609101566769073172594377585796392333197621047107304907194851
static,4.7333333333333325,0.7051046119052224898995999285910361463232098532683805635654401720075056,0.7321107471881329692053274328132303232743100672028592590262009559744386
static,4.800000000000001,0.7087895197398183914997833497141781355689484768860500292172705380702895,0.735190913390013178713077773327377117386754999459182589586052729717647
static,4.866666666666667,0.712388715301619096688985011394655642435872348231580886375184889442653,0.7382028504214430189837012400930249054202520768294781892603261589027032
static,4.933333333333334,0.715904874753492946626314155760259334764076952138575701338745545828325,0.741148733823353822432419497203617667613700852313005832913988269546504
static,5.0,0.7193405813643129268503612432251535476186457197455628146513925967963861,0.7440306508910550179757754022548047678289849837719799753005397249004704
static,5.066666666666666,0.7226983282892628776789974593763233400194929027671302232427290909559684,0.7468506049031434696688633409644166421874281878984383523861044951177995
static,5.133333333333333,0.7259805213528995454776269415776381481725437249522859725196568174126782,0.749610519124348008810961240591028175091130958451291396226935815728943
static,5.199999999999999,0.7291894818219804262637478226199548410248337850465756267339726647628759,0.7523122405949852091382499511356365278860249182291446074658284156792083
static,5.266666666666666,0.7323274491568411405912026202547673898738386131900749619470310370734719,0.754957543719031395693518912465865951515835528929495361308902564639956
static,5.333333333333334,0.7353965837317070700331998018831844989534447719907892338193958109989517,0.7575481336621663632825564846573608500660259055268835299769729784450259
static,5.4,0.7383989695157691818084372849073280844909156941598739807362220244611398,0.7600856495705224638039344158157254539563238586783174304568538498181888
static,5.466666666666667,0.7413366167081487816703427427027109999353642574831209465082039748310814,0.7625716676202745241736219403608040328912361278918846654571360018909559
static,5.533333333333333,0.7442114643210336731261848817341038220107326012109735607190982990997512,0.7650077039076337689477500283838408889680151518091057420658552786401511
static,5.6,0.7470253827063052892035471086013696282568559783129515978253514987232456,0.7673952171882674410440659868663166161012584972921629050049335148592207
static,5.666666666666666,0.7497801760218919778786576839421362243079803731312476732165049160920732,0.7697356114746455207507628523358716737435953988733087953703186137502629
static,5.7333333333333325,0.7524775846349007426008757663404006277450086550237808040157144349255752,0.7720302384993275355171789640659877966577380092500351683234502585990883
static,5.799999999999999,0.7551192874592955338069533840441331891988589451504970313042069077189567,0.7742804000517350667824579919462580209717644995420361370228484070413264
static,5.866666666666667,0.7577069042265238412286868433325533106105372208501190896460927783902762,0.7764873501955173137315059065044121649539275484010143170503452678070546
static,5.933333333333334,0.7602419976880443633777437315931520380394119924562049112178563695986131,0.7786522973731997859196206693367461740001938806952604410442818859609038
static,6.0,0.7627260757491918047240166915803003938847942083470907866343013551995626,0.7807764064044151374553524639935192562867998063434051085996583932737386
static,6.066666666666666,0.7651605935342306343505771235443252556860059446713448716536062523446082,0.7828608003836435927146437910137739896698937342233369602324123573988484
static,6.133333333333333,0.7675469553828106298600233433459919580042753176041772039769137567092787,0.7849065624830426370666325613732043007427054402100634119024752412249984
static,6.199999999999999,0.7698865167783447632249212717213014362912992436266245922043426073277499,0.7869147376656168683243616293417027814021075492240618811041469751064351
static,6.266666666666666,0.7721805862090924610729929464577577711466432227281598175147164060482514,0.7888863343136702710127273413174573763996233362499615913290188785659386
static,6.333333333333334,0.774430426962950810652532673410223341096882138113352228135325952525809,0.7908223257771913868336963297386202713559902285003494127796608733421947
static,6.4,0.776637258857141888667952207103416596958662283708036880631941756568229,0.7927236518465497430992894627307455263493964980057583718615869580467116
static,6.466666666666667,0.7788022599041355331602292900896298881038299205686062259311387961258802,0.7945912201536245042114743804135594481295905823030059546863182607112793
static,6.533333333333333,0.7809265679152686919001621325165671014976052781878600169729276771219498,0.7964259075052438706959256209337293713859670541391015536517720064098255
static,6.6,0.7830112820436224250985732013587119156684085965135206792016440125824149,0.7982285611525888809924124764158463999473682803795937262521231997952456
static,6.666666666666666,0.7850574642677905067177384157305180584663716300761946176963673113353222,0.7999999999999999824390243902439009179785551573539423214886875152995959
static,6.7333333333333325,0.7870661408182317580422474085842771569316932569726065046473250204166911,0.8017410157564265192108733967302198581489473632681004847153195014241838
static,6.799999999999999,0.789038303547935287652129795540479780397382365370286048944504855230414,0.8034523740325696304116336352038316665376682405548901216931574128443555
static,6.866666666666667,0.7909749112491536538685552162290455231089404616426013507085471453613618,0.8051348153865938914071477769328369639320271366702762654632057274119661
static,6.933333333333334,0.7928768909179692006733879824487307040900103417184136030309514892534955,0.8067890563211161289345669248174826700146408757301490220392471106346713
static,7.0,0.7947451389684606459003240652930482804401548078736685867110632757026442,0.8084157902340252253171143736452672881283460359255058684257390360769422
static,7.066666666666666,0.7965805223982269677384015056816398084640200150624248828341377535224436,0.8100156883255394028647307749828342845632476254599166581690049007841787
static,7.133333333333333,0.7983838799070097952521851984261370890702248180572403666110186207817848,0.8115894004637708854862096089193885078757270137323855058386339143793086
static,7.199999999999999,0.8001560229701318076277112319106703903626846613464814901307695481154122,0.813137556010938548115597083033426794002224786023069537642973014134984
static,7.266666666666666,0.8018977368684400887771081596544237049525931494263263549792047423708444,0.8146607646122483118765825442026176655045812316868738373921362291446726
static,7.333333333333334,0.8036097816764089211558128069546154838733440242914930941930246321771471,0.8161596169493463668642606879425823359847142958707291862351512876530966
static,7.4,0.8052928932100203586166751934084673793075091708847854312443915768826761,0.8176346854601442817637495984242589921990953963724132732748831681796618
static,7.466666666666667,0.8069477839360003148045750994777603368897357932137677256654475233444044,0.819086525026714176392501073339416336463242297781085287595067903586297
static,7.533333333333333,0.808575143843944517558066976647308124333724590064371226686922265233978,0.8205156736328568638300105119162476036730253956904627716487906758631479
static,7.6,0.8101756412828261929592868225461283182261185386159043240197643749459041,0.8219226529928585615185622287823953678576899278475677009462514929864732
static,7.666666666666666,0.8117499237633299311504448334132850739222162356771166575686584543695182,0.8233079691528665256132855140978160584007319003683416114659242881228783
static,7.7333333333333325,0.8132986187274116338399295631694719160221472598584049247006130836861434,0.8246721130662368926508419068758638799618008521566911887074923288942694
static,7.799999999999999,0.8148223342864362690956522620002901492885220367539202065763641769369295,0.826015561144132791325097029942723297484406235015577339557891783593661
static,7.866666666666667,0.8163216599291995929069629369750317593974537233545299909052445400381688,0.8273387757825823143202847188527723877010449033967025442083002264757175
static,7.933333333333334,0.8177971672010923907774750519483260856194914715463412712860482434777585,0.8286422058671396171935955296501906087968049670033424563919255574636731
static,8.0,0.8192494103556205425832999793788895073539303356968359569160270440122342,0.8299262872562316492095634943739895721255253945865010008627789337864701
